 이승엽 ‘최형우 방금 좋았어’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17004&p=1&b=newsfeed&m=view&source=101,이승엽 ‘최형우 방금 좋았어’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 9회초 1사에서 삼성 최형우가 솔로홈런을 쳐 홈을 밟은 후 대기타석 이승엽의 환영을 받고 있다. 사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 삼성 구자욱 솔로홈런 폭발 ‘환호’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17003&p=1&b=newsfeed&m=view&source=101,삼성 구자욱 솔로홈런 폭발 ‘환호’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 8회초 2사에서 삼성 구자욱이 솔로홈런을 쳐 홈을 밟은 후 덕아웃 동료들의 환영을 받고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 마르테 결승타 ‘윤요섭 방금 좋았어’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17002&p=1&b=newsfeed&m=view&source=101,마르테 결승타 ‘윤요섭 방금 좋았어’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 kt가 4-0으로 승리를 거뒀다. 마르테가 경기를 마치고 윤요섭과 이야기를 나누며 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 구자욱 ‘솔로홈런 활약’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17001&p=1&b=newsfeed&m=view&source=101,구자욱 ‘솔로홈런 활약’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 8회초 2사에서 삼성 구자욱이 솔로홈런을 친 후 그라운드를 돌며 환호하고 있다. 사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 이승엽 ‘깔끔한 안타 활약’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17000&p=1&b=newsfeed&m=view&source=101,"이승엽 ‘깔끔한 안타 활약’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 7히초 1사 1,2루에서 삼성 이승엽이 중전안타를 치고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
 강민호 ‘기다리고 있었다!’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16999&p=1&b=newsfeed&m=view&source=101,"강민호 ‘기다리고 있었다!’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 7회초 1사 1,2루에서 삼성 이승엽의 중전안타 때 홈으로 쇄도한 2루주자 발디리스가 홈에서 롯데 포수 강민호에게 태그아웃되고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
 kt 장시환 ‘혼신을 다한 투구’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16998&p=1&b=newsfeed&m=view&source=101,kt 장시환 ‘혼신을 다한 투구’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 kt 장시환이 선발 마리몬에 이어 8회초부터 등판 투구를 하고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 양현종 ‘안타까운 송구실책’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16997&p=1&b=newsfeed&m=view&source=101,양현종 ‘안타까운 송구실책’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 KIA 양현종이 7회말 2사 2루에서 kt 이진영의 타구를 잡아 1루 송구 실책을 범한며 실점을 허용한 뒤 안타까와 하고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 마리몬 7회초까지 무실점 투구 ‘하늘향해 세리모니’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16996&p=1&b=newsfeed&m=view&source=101,마리몬 7회초까지 무실점 투구 ‘하늘향해 세리모니’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 kt 마리몬이 7회초까지 무실점 투구를 펼친 뒤 덕아웃으로 향하며 세레모니를 펼치고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 안타까운 양현종 ‘글러브에서 볼이 빠지다니’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16994&p=1&b=newsfeed&m=view&source=101,안타까운 양현종 ‘글러브에서 볼이 빠지다니’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 KIA 양현종이 5회말 무사 2루에서 kt 9번 하준호의 번트 타구에 몸을 던졌으나 글러브에서 볼을 떨어뜨리고 있다.  양현종은 이 볼을 주워 하준호만 1루에서 아웃 처리시켰다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
" 최준석 솔로홈런, 코치와 하이파이브  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16993&p=1&b=newsfeed&m=view&source=101,"최준석 솔로홈런, 코치와 하이파이브8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 4회말 2사에서 롯데 최준석이 솔로홈런을 친 후 그라운드를 돌며 최만호 3루코치의 환영을 받고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
"심우준, 이범호 태그 피해 세이브  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16992&p=1&b=newsfeed&m=view&source=101,"심우준, 이범호 태그 피해 세이브8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기 kt 5회말 1사 2루에서 1번 박경수의 3루땅볼 때 2루주자 심우준이 실책을 범한 KIA 이범호의 태그를 피해 3루에서 세이프 되고 있다. 사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
 심우준 ‘태그란 이렇게 피하는 것’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16991&p=1&b=newsfeed&m=view&source=101,심우준 ‘태그란 이렇게 피하는 것’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기 kt 5회말 1사 2루에서 1번 박경수의 3루땅볼 때 2루주자 심우준이 KIA 이범호의 태그를 피해 3루에서 세이프 되고 있다. 사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 최준석 솔로홈런 활약 ‘이제부터 시작이다’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16990&p=1&b=newsfeed&m=view&source=101,최준석 솔로홈런 활약 ‘이제부터 시작이다’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 4회말 2사에서 롯데 최준석이 솔로홈런을 쳐 홈을 밟은 후 정보명 1루코치의 환영을 받고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 온 몸을 던진 양현종 ‘놓치면 안돼는데’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16989&p=1&b=newsfeed&m=view&source=101,온 몸을 던진 양현종 ‘놓치면 안돼는데’8일 오후 수원 케이티 위즈 파크에서 열린 `2016 타이어뱅크 KBO 리그` 프로야구 kt 위즈와 KIA 타이거즈의 경기에서 KIA 양현종이 5회말 무사 2루에서 kt 9번 하준호의 번트 타구에 몸을 던지고 있다.  양현종은 볼을 글러브에서 빠뜨리며 하준호만 1루에서 아웃 처리시켰다. 사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
 오승택 부상 ‘걸을 수 없는 상태’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=16988&p=1&b=newsfeed&m=view&source=101,오승택 부상 ‘걸을 수 없는 상태’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 5회말 롯데 선두타자 오승택이 자신이 친 파울타구에 맞아 업혀 나가고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
